state,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,JJ,Moderna,Pfizer,Administered_Dose1_Recip,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_65Plus,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_18Plus,Series_Complete_65Plus,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Additional_Doses,Additional_Doses_18Plus,Additional_Doses_50Plus,Additional_Doses_65Plus,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,date,tot_case,tot_death,new_case,new_death
HI,1259768,0,1245034,415159,21777,443809,700422,763392,0,750405,232520,522156,0,519772,188674,22226,181788,300071,0,0,0,22146,181629,297943,4714,76614,105937,NA,0,0,0,0,0,0,04/05/2021,33132,481,72,0
MO,4096058,0,4059817,1517317,123444,1617749,2354514,2344903,0,2319025,808527,1756227,0,1748349,694320,124114,676657,955399,0,0,0,124002,676524,947767,25209,317055,352031,NA,0,0,0,0,0,0,04/05/2021,588131,8975,633,3
NC,7227406,0,7138395,2568811,242110,3005731,3979236,4173701,0,4111286,1353770,3212803,0,3185814,1192947,238545,1259302,1714922,0,0,0,237704,1258143,1689933,25795,561708,605419,NA,0,0,0,0,0,0,04/05/2021,971740,13135,1284,15
RI,947446,0,936892,323277,38294,398338,510787,567918,0,559321,171046,409424,0,407660,156239,38097,164158,207163,0,0,0,38083,164140,205431,4909,72365,78963,NA,0,0,0,0,0,0,04/05/2021,148643,2692,190,2
MI,7325604,0,7237799,2604063,235733,3164131,3924484,4322662,0,4256059,1409108,3325862,0,3303258,1268504,240201,1383230,1701913,0,0,0,240081,1383003,1679658,46481,640531,581138,NA,0,0,0,0,0,0,04/05/2021,966542,19412,2531,65
KS,2059674,0,2039184,737562,59695,952616,1046824,1252195,0,1236173,419416,951548,0,944149,348095,59976,422528,468879,0,0,0,59940,422455,461590,11001,170029,166972,NA,0,0,0,0,0,0,04/05/2021,309880,4985,235,0
IA,2461590,0,2435786,908202,94217,1118841,1248410,1411697,0,1393651,473014,1128668,0,1121120,438316,92614,499705,536298,0,0,0,92569,499640,528860,7786,235985,194506,NA,0,0,0,0,0,0,04/05/2021,366126,5960,506,1
NV,2111052,0,2090624,711741,74832,885000,1151220,1239579,0,1224255,381999,898594,0,893676,326255,73931,357961,466697,0,0,0,73911,357918,461842,15000,156069,155182,NA,0,0,0,0,0,0,04/05/2021,316715,5480,476,7
ME,1224746,0,1213575,479075,74953,540229,609408,750419,0,740641,259507,557579,0,556138,239789,74832,223029,259668,0,0,0,74802,223002,258289,17967,109351,112457,NA,0,0,0,0,0,0,04/05/2021,62857,791,348,1
OH,8577643,0,8474889,3093367,301975,3683831,4583973,4783268,0,4714694,1622440,3915682,0,3883332,1482842,291534,1598496,2023324,0,0,0,291428,1598337,1991248,60208,680721,740548,NA,0,0,0,0,0,0,04/05/2021,1077284,19344,1285,60
IL,9705012,0,9576183,3029045,316030,4126550,5257073,6012435,0,5904688,1726361,3998074,0,3971529,1346934,316496,1612260,2067504,0,0,0,315193,1610654,2043875,47795,629091,668934,NA,0,0,0,0,0,0,04/05/2021,1343988,24410,2211,21
MS,1616672,0,1608010,637721,45767,779327,790718,935532,0,929645,353813,723710,0,720860,301306,44757,340407,338520,0,0,0,44720,340331,335783,12212,160694,128391,NA,0,0,0,0,0,0,04/05/2021,313812,7335,267,7
WV,1188740,0,1173486,492700,19424,573996,595320,645160,0,635814,259703,555684,0,550184,235684,20397,260832,274383,0,0,0,20372,260707,269033,3369,121901,110372,NA,0,0,0,0,0,0,04/05/2021,154551,2695,344,9
AR,1834452,0,1814375,688285,56002,864803,913193,1085254,0,1070997,385154,795792,0,789618,310108,54695,361475,379514,0,0,0,54434,361214,373864,8820,178563,122652,NA,0,0,0,0,0,0,04/05/2021,336462,5752,296,5
GA,6503909,0,6430104,2196990,145378,2927519,3430573,3769478,0,3718010,1161323,2730134,0,2707749,966667,142421,1207769,1379691,0,0,0,142211,1207542,1357745,18490,544878,403158,NA,0,0,0,0,0,0,04/05/2021,1104837,20241,1178,14
MN,4509359,0,4448594,1489332,198605,1907105,2403411,2709898,0,2662118,807666,2021447,0,2008034,735721,200823,814404,1006160,0,0,0,200694,814258,993022,38213,312219,385264,NA,0,0,0,0,0,0,04/05/2021,581335,7267,995,11
LA,2733324,0,2715459,1067047,91958,1271895,1368495,1508110,0,1496643,552459,1252156,0,1245914,507759,88223,546417,617028,0,0,0,88151,546314,610962,15986,240257,251419,NA,0,0,0,0,0,0,04/05/2021,460337,10405,997,12
UT,2201015,0,2158335,574325,86472,955829,1158714,1289439,0,1257828,307424,800160,0,789755,205994,83331,318600,398228,0,0,0,83235,318476,388043,10505,90446,105043,NA,0,0,0,0,0,0,04/05/2021,398499,2217,259,13
NE,1463240,0,1446209,504671,52852,612160,795713,844553,0,831709,262822,666579,0,662241,238988,53041,263506,349296,0,0,0,53011,263446,345049,3850,116060,118546,NA,0,0,0,0,0,0,04/05/2021,220969,2245,251,0
NY,16178509,0,16009295,4768202,610358,6919695,8645463,9460031,0,9331441,2615656,7072752,0,7031536,2249068,596172,2881908,3594069,0,0,0,595866,2881421,3553655,121350,1092837,1034545,NA,0,0,0,0,0,0,04/05/2021,1125497,19480,1341,26
FL,15606003,0,15498198,7225934,561071,6789833,8229842,9138942,0,9052175,3800518,6481275,0,6461015,3141419,554521,2663863,3254689,0,0,0,554250,2663205,3235359,130101,1580664,1424238,NA,0,0,0,0,0,0,04/05/2021,2209462,36205,4373,42
CT,3336074,0,3282301,1086164,126565,1360576,1848674,1995763,0,1953176,571781,1447776,0,1437349,514187,126621,564186,756911,0,0,0,126513,563914,746864,12165,202334,299668,NA,0,0,0,0,0,0,04/05/2021,340962,8117,417,5
CO,4602145,0,4529994,1324741,147793,2067551,2385589,2722484,0,2669964,702305,1972476,0,1952339,613493,145883,848640,977609,0,0,0,145308,847731,958960,13148,308452,291742,NA,0,0,0,0,0,0,04/05/2021,524114,6321,1421,15
VT,595369,0,590118,231399,26673,263595,304569,361667,0,357441,119585,248809,0,247853,106779,26236,100162,122230,0,0,0,26217,100144,121311,743,52427,53489,NA,0,0,0,0,0,0,04/05/2021,21698,243,34,0
OR,3178607,0,3141012,1129982,100063,1376342,1700581,1936421,0,1906228,615800,1353950,0,1345940,553853,98961,567615,687091,0,0,0,98657,567114,679888,32960,253565,267176,NA,0,0,0,0,0,0,04/05/2021,187611,2508,734,6
SD,713850,0,706097,252867,19206,326793,367838,398802,0,393711,134737,336891,0,334184,123897,19327,149443,168112,0,0,0,19320,149408,165447,2696,64205,56991,NA,0,0,0,0,0,0,04/05/2021,122974,1973,229,3
OK,2723545,0,2693602,933782,71164,1271265,1381080,1537843,0,1519454,508544,1199983,0,1189054,428185,70338,538865,590758,0,0,0,70300,538732,580000,12804,225563,189812,NA,0,0,0,0,0,0,04/05/2021,449914,7266,222,5
NH,1157226,0,1146793,451411,52516,496844,607839,830096,0,821008,291290,410323,0,409286,183984,53466,181025,175817,0,0,0,53443,180879,174949,12268,82802,88904,NA,0,0,0,0,0,0,04/05/2021,95714,1307,208,2
WI,4767068,0,4706847,1731208,175945,2044197,2546448,2695375,0,2654102,882697,2137739,0,2120966,822479,169452,866477,1101603,0,0,0,169363,866328,1085069,17092,402917,402384,NA,0,0,0,0,0,0,04/05/2021,662893,7582,824,15
IN,4277886,0,4238421,1648493,138491,1780996,2349891,2473686,0,2444387,852532,1886703,0,1879530,786388,136885,751022,996014,0,0,0,136805,750950,988995,16523,394106,373962,NA,0,0,0,0,0,0,04/05/2021,724214,13336,771,13
MA,6438914,0,6346585,1934412,217851,2748177,3472789,3977645,0,3904832,1072898,2655965,0,2635758,916532,218608,1076079,1361259,0,0,0,217969,1075148,1342622,54270,420383,441868,NA,0,0,0,0,0,0,04/05/2021,692589,17639,854,7
WY,361199,0,358509,137601,11609,175814,173577,198293,0,196546,72797,163997,0,163153,66363,10926,75448,77587,0,0,0,10922,75439,76756,1792,34528,30028,NA,0,0,0,0,0,0,04/05/2021,58367,710,77,3
AL,2644674,0,2630522,1080809,75426,1264353,1304895,1609919,0,1599359,621096,1179793,0,1175911,504636,77187,527340,575207,0,0,0,77152,527244,571456,23660,266659,214278,NA,0,0,0,0,0,0,04/05/2021,529171,11190,378,11
MT,774095,0,765438,299351,22830,366967,384098,440756,0,435135,161493,352927,0,349943,144294,22408,162449,168009,0,0,0,22393,162392,165097,5377,70144,68737,NA,0,0,0,0,0,0,03/05/2021,109092,1574,62,0
NV,2108787,0,2088417,711485,74778,884012,1149997,1238938,0,1223628,381915,896881,0,892008,326063,73881,357329,465666,0,0,0,73861,357286,460856,14987,155977,155095,NA,0,0,0,0,0,0,03/05/2021,316239,5473,267,9
PA,10367062,0,10277284,3870847,351788,4451068,5563942,6479070,0,6404598,2235848,4264320,0,4248011,1673337,357076,1706447,2200587,0,0,0,356912,1705940,2184952,49463,785083,838671,NA,0,0,0,0,0,0,03/05/2021,1164514,26276,1646,1
WI,4761542,0,4701860,1730906,175558,2043010,2542497,2693450,0,2652366,882575,2133837,0,2117409,822273,169091,865726,1098814,0,0,0,169002,865577,1082625,17051,402888,402249,NA,0,0,0,0,0,0,03/05/2021,662069,7567,384,0
WA,6041337,0,5976005,1955317,202800,2591039,3243836,3629546,0,3577526,1034887,2565503,0,2552603,938815,202795,1052779,1309015,0,0,0,202680,1052594,1296416,37686,433608,466916,NA,0,0,0,0,0,0,03/05/2021,407041,5507,1106,8
TX,19276649,0,19007582,5370940,667008,8456928,10151964,11226347,0,11066144,2923341,8081630,0,7966303,2498840,653240,3392421,4035364,0,0,0,643918,3344010,3977778,201982,1048937,1247735,NA,0,0,0,0,0,0,03/05/2021,2889561,50047,1541,36
MA,6403240,0,6312943,1931988,216781,2734745,3451617,3965973,0,3894231,1072193,2630867,0,2611623,914625,217501,1066166,1347181,0,0,0,216866,1065283,1329455,54091,419240,441283,NA,0,0,0,0,0,0,03/05/2021,691735,17632,563,9
ID,1101401,0,1101360,425211,31455,490048,579375,613819,0,613704,222719,499730,0,499692,203925,31318,213019,255239,0,0,0,31308,213015,255215,6782,95641,101435,NA,0,0,0,0,0,0,03/05/2021,188024,2052,125,7
MD,4912028,0,4846786,1477874,192021,2083686,2633125,2982925,0,2931537,814179,2125592,0,2112522,716787,185851,856276,1082536,0,0,0,185754,856164,1069677,39743,351879,324782,NA,0,0,0,0,0,0,03/05/2021,450010,9357,501,10
VA,6847737,0,6750372,2078251,221852,2847754,3776272,4089457,0,4014360,1138475,2928642,0,2905899,977830,220615,1176808,1530640,0,0,0,219976,1175420,1509926,48362,470828,458273,NA,0,0,0,0,0,0,03/05/2021,662696,10823,771,16
SD,711479,0,703916,252767,19137,326111,366218,398028,0,393007,134682,335209,0,332620,123828,19235,149021,166944,0,0,0,19228,148986,164397,2682,64182,56959,NA,0,0,0,0,0,0,03/05/2021,122745,1970,29,3
UT,2167987,0,2128073,573073,85774,940335,1141878,1274676,0,1244548,306823,781686,0,772557,205341,82646,311151,387888,0,0,0,82550,311031,378975,10447,90081,104813,NA,0,0,0,0,0,0,03/05/2021,398240,2204,228,0
SC,3315003,0,3284681,1376729,100085,1340315,1873546,1904815,0,1883784,752253,1459528,0,1450188,639091,97532,544064,817723,0,0,0,97322,543666,808991,18580,267790,352579,NA,0,0,0,0,0,0,03/05/2021,580922,9467,495,2
FL,15566404,0,15460037,7222162,558422,6775079,8207678,9116787,0,9030862,3798461,6461145,0,6441487,3139547,551893,2658820,3242239,0,0,0,551622,2658161,3223512,129904,1579934,1423296,NA,0,0,0,0,0,0,03/05/2021,2205089,36163,3653,57
LA,2730594,0,2712846,1066733,91827,1270754,1367037,1506718,0,1495295,552326,1250722,0,1244554,507567,88092,545867,616275,0,0,0,88020,545764,610283,15967,240140,251363,NA,0,0,0,0,0,0,03/05/2021,459340,10393,253,11
MN,4497797,0,4437815,1489051,198512,1905186,2393861,2705585,0,2658283,807541,2014101,0,2000997,735561,200728,813018,1000295,0,0,0,200599,812872,987466,38208,312156,385172,NA,0,0,0,0,0,0,03/05/2021,580340,7256,1105,3
NY,16064851,0,15899986,4749601,607366,6887534,8566991,9424141,0,9296859,2609187,6993909,0,6955749,2236859,593209,2862146,3537958,0,0,0,592906,2861664,3500590,120725,1088084,1027717,NA,0,0,0,0,0,0,03/05/2021,1124156,19454,1284,23
AZ,5176775,0,5106032,1933976,139122,2269556,2764992,3004111,0,2959389,1039575,2171573,0,2147963,844592,134250,890849,1145450,0,0,0,134162,890691,1122087,25649,413921,404349,NA,0,0,0,0,0,0,03/05/2021,864579,17344,652,0
CT,3321709,0,3269562,1085405,125668,1359415,1836367,1990235,0,1948157,571358,1437969,0,1428645,513689,125732,563798,748381,0,0,0,125625,563526,739436,12010,202296,299363,NA,0,0,0,0,0,0,03/05/2021,340545,8112,440,15
NJ,7468871,0,7376917,2221469,281275,3241407,3945714,4646283,0,4575874,1268323,3316641,0,3294081,1065199,283556,1338736,1694323,0,0,0,283444,1338547,1672067,65222,500101,499863,NA,0,0,0,0,0,0,03/05/2021,1000993,25616,983,16
AR,1829914,0,1810156,688004,55522,863725,910213,1083702,0,1069551,385044,792348,0,786390,309907,54220,360666,377355,0,0,0,53963,360408,371914,8790,178466,122577,NA,0,0,0,0,0,0,03/05/2021,336166,5747,61,4
KY,3190060,0,3161398,1091069,109765,1438789,1641192,1853204,0,1832749,607205,1451815,0,1443968,525016,107054,621989,722528,0,0,0,106998,621908,714819,25729,238843,260292,NA,0,0,0,0,0,0,03/05/2021,447618,7257,220,3
IA,2453634,0,2428371,907794,93781,1117797,1241934,1409459,0,1391611,472880,1122814,0,1115603,438021,92221,499063,531479,0,0,0,92177,498998,524377,7749,235920,194313,NA,0,0,0,0,0,0,03/05/2021,365620,5959,101,0
RI,940661,0,930401,322953,38220,395285,507129,566581,0,558092,170976,404012,0,402429,155979,38012,161750,204244,0,0,0,37998,161734,202691,4899,72233,78845,NA,0,0,0,0,0,0,03/05/2021,148453,2690,116,3
MS,1591997,0,1583773,633607,45267,768113,777757,926138,0,920455,352265,708566,0,705950,298725,44285,334105,330150,0,0,0,44248,334032,327644,12086,159396,127234,NA,0,0,0,0,0,0,03/05/2021,313545,7328,282,8
AL,2627322,0,2613542,1077701,75014,1254720,1297588,1603454,0,1593049,620001,1168235,0,1164570,502457,76765,520934,570476,0,0,0,76729,520843,566938,23525,265233,213660,NA,0,0,0,0,0,0,03/05/2021,528793,11179,354,6
GA,6461734,0,6389902,2193593,144080,2914758,3402457,3755963,0,3704999,1160021,2700803,0,2679880,964520,141135,1201376,1358040,0,0,0,140925,1201150,1337555,18314,544152,401913,NA,0,0,0,0,0,0,03/05/2021,1103659,20227,870,15
ME,1201345,0,1191019,477465,72055,531806,597340,741589,0,732107,258708,540375,0,539486,238669,71998,218719,249618,0,0,0,71969,218692,248790,17633,108790,112232,NA,0,0,0,0,0,0,03/05/2021,62509,790,417,-1
NH,1153848,0,1143565,451149,51572,496075,606174,827362,0,818380,291058,408894,0,407875,183863,52565,180977,175337,0,0,0,52543,180831,174486,12172,82791,88890,NA,0,0,0,0,0,0,03/05/2021,95506,1305,129,0
VT,589665,0,584515,231002,25791,261337,302005,358437,0,354284,119454,245497,0,244575,106472,25378,99158,120780,0,0,0,25360,99141,119893,700,52260,53392,NA,0,0,0,0,0,0,03/05/2021,21664,243,27,0
WV,1185997,0,1170906,492270,19385,572795,593817,644165,0,634851,259465,553809,0,548433,235438,20341,260012,273385,0,0,0,20316,259887,268159,3358,121777,110261,NA,0,0,0,0,0,0,03/05/2021,154207,2686,289,0
AK,562875,0,549952,134838,14879,251742,296177,308656,0,301220,71536,263603,0,258075,66563,13799,114532,135253,0,0,0,13736,114273,130047,1561,38197,26795,NA,0,0,0,0,0,0,03/05/2021,65678,342,91,1
NM,1850384,0,1823669,589665,47102,827839,973164,1085496,0,1064309,329297,816727,0,809232,277725,46279,340349,429454,0,0,0,46199,340168,422220,12698,126705,137933,NA,0,0,0,0,0,0,03/05/2021,198372,3961,213,6
ND,567560,0,561287,187847,22022,249546,295992,300753,0,297158,97250,253174,0,251000,85273,19427,107269,126477,0,0,0,19356,107178,124465,2806,42209,40258,NA,0,0,0,0,0,0,03/05/2021,107912,1494,149,0
OK,2721002,0,2691181,933538,71004,1270111,1379852,1536721,0,1518376,508428,1198516,0,1187664,428033,70186,538271,590037,0,0,0,70148,538139,579355,12778,225497,189752,NA,0,0,0,0,0,0,03/05/2021,449692,7261,172,4
TN,4109573,0,4077141,1568468,111356,1791556,2200734,2374198,0,2351157,841119,1735542,0,1726550,703478,108546,733168,892085,0,0,0,108424,733015,883370,19837,361051,321488,NA,0,0,0,0,0,0,03/05/2021,843417,12204,499,1
CO,4571001,0,4500263,1322881,147192,2059539,2363082,2714585,0,2662628,701618,1948978,0,1929691,612339,145296,843453,959893,0,0,0,144726,842563,942068,13085,308036,291071,NA,0,0,0,0,0,0,03/05/2021,522693,6306,950,2
MO,4085582,0,4049944,1516318,123303,1614604,2347324,2342222,0,2316464,808243,1748586,0,1741143,693514,123956,674403,950170,0,0,0,123844,674272,942971,25174,316590,351725,NA,0,0,0,0,0,0,03/05/2021,587498,8972,510,3
WY,358545,0,355962,137227,11479,174141,172736,197374,0,195675,72647,162356,0,161568,66114,10799,74510,77015,0,0,0,10795,74501,76240,1761,34381,29957,NA,0,0,0,0,0,0,03/05/2021,58290,707,50,0
CA,31382140,0,30895161,9001279,1114572,13804150,16459849,19673364,0,19289877,5122896,12626301,0,12519941,3917851,1105090,5316673,6203726,0,0,0,1101201,5310319,6107611,115113,2043689,1758650,NA,0,0,0,0,0,0,03/05/2021,3643992,60763,1512,15
NC,7200210,0,7113037,2567081,241795,3000760,3957326,4167819,0,4105762,1353271,3192010,0,3166464,1191680,238226,1256181,1697569,0,0,0,237386,1255026,1674018,25748,561437,604470,NA,0,0,0,0,0,0,03/05/2021,970456,13120,939,12
IL,9687975,0,9560357,3027536,315683,4122282,5244669,6002941,0,5896088,1725621,3988677,0,3962735,1346088,316157,1610743,2059970,0,0,0,314855,1609144,2036936,47716,628879,668383,NA,0,0,0,0,0,0,03/05/2021,1341777,24389,2049,31
IN,4267678,0,4229108,1648078,138397,1779511,2341297,2471929,0,2442739,852424,1879763,0,1873092,786135,136799,750096,990097,0,0,0,136720,750024,983579,16510,394020,373816,NA,0,0,0,0,0,0,03/05/2021,723443,13323,797,1
OH,8563155,0,8461321,3091976,301625,3678468,4575207,4777810,0,4709659,1621848,3906991,0,3875125,1481998,291200,1595587,2017880,0,0,0,291094,1595428,1986288,60136,680414,740086,NA,0,0,0,0,0,0,03/05/2021,1075999,19284,995,0
HI,1257711,0,1243026,414884,21733,442378,699840,761766,0,748822,232335,521634,0,519257,188580,22183,181703,299677,0,0,0,22104,181544,297555,4713,76613,105845,NA,0,0,0,0,0,0,03/05/2021,33060,481,71,1
NE,1463240,0,1446209,504671,52852,612160,795713,844498,0,831655,262814,666483,0,662146,238981,53016,263463,349269,0,0,0,52986,263403,345023,3849,116056,118545,NA,0,0,0,0,0,0,03/05/2021,220718,2245,266,0
OR,3160032,0,3123541,1128966,99376,1374263,1684772,1927088,0,1897670,615250,1344028,0,1336359,553286,98286,566800,678659,0,0,0,97984,566300,671794,32865,253430,266839,NA,0,0,0,0,0,0,03/05/2021,186877,2502,533,1
KS,2056086,0,2035825,737109,59565,951744,1044240,1250860,0,1234913,419258,948920,0,941724,347861,59871,422168,466717,0,0,0,59835,422095,459631,10983,169990,166796,NA,0,0,0,0,0,0,03/05/2021,309645,4985,173,3
DE,783813,0,774852,308270,33888,318636,431051,462816,0,456668,166637,331610,0,329921,140410,33215,123720,174566,0,0,0,33191,123685,172936,6858,57294,76187,NA,0,0,0,0,0,0,03/05/2021,105841,1626,141,0
MI,7312923,0,7225872,2603047,235317,3161700,3914650,4319183,0,4252735,1408738,3316035,0,3294043,1267812,239791,1381748,1693978,0,0,0,239671,1381520,1672336,46416,640255,580787,NA,0,0,0,0,0,0,03/05/2021,964011,19347,3069,74
AR,1824158,0,1804809,687496,55414,861750,906540,1081910,0,1067892,384883,788238,0,782555,309535,54083,359212,374835,0,0,0,53827,358962,369660,8778,178271,122411,NA,0,0,0,0,0,0,02/05/2021,336105,5743,137,2
AL,2622717,0,2609013,1077044,74988,1251548,1296181,1601433,0,1591056,619725,1165479,0,1161865,502055,76731,519137,569551,0,0,0,76696,519047,566062,23517,264924,213575,NA,0,0,0,0,0,0,02/05/2021,528439,11173,168,6
CT,3300234,0,3250275,1084179,125162,1354180,1820633,1980863,0,1940092,570790,1425477,0,1417011,512950,125233,560513,739673,0,0,0,125125,560241,731587,11918,202044,298968,NA,0,0,0,0,0,0,02/05/2021,340105,8097,436,0
NY,15980527,0,15820902,4743217,605913,6863642,8508012,9394909,0,9269590,2606994,6937401,0,6902524,2232465,591754,2848076,3496975,0,0,0,591451,2847597,3462887,120521,1086150,1025461,NA,0,0,0,0,0,0,02/05/2021,1122872,19431,1857,22
NM,1835230,0,1808690,585367,46993,823890,962068,1078901,0,1057815,327402,808654,0,801243,275595,46171,338044,423809,0,0,0,46091,337864,416658,12677,126202,136333,NA,0,0,0,0,0,0,02/05/2021,198159,3955,213,0
TN,4095246,0,4063441,1567262,111124,1787187,2191018,2369715,0,2346844,840676,1725959,0,1717416,702719,108320,730807,885091,0,0,0,108198,730654,876825,19787,360763,321068,NA,0,0,0,0,0,0,02/05/2021,842918,12203,609,-1
KY,3186682,0,3158257,1090769,109629,1437462,1639277,1851645,0,1831269,607062,1449769,0,1442099,524844,106932,621397,721195,0,0,0,106876,621317,713662,25717,238757,260218,NA,0,0,0,0,0,0,02/05/2021,447398,7254,349,6
IN,4248090,0,4210832,1646822,137908,1775971,2325757,2466332,0,2437678,852037,1866680,0,1860546,785218,136322,747681,979914,0,0,0,136245,747609,973931,16438,393770,373225,NA,0,0,0,0,0,0,02/05/2021,722646,13322,1069,11
NE,1439421,0,1424230,503707,52683,609944,774288,839497,0,827075,262483,647708,0,644791,238353,52846,262084,332043,0,0,0,52816,262024,329217,3825,115923,118074,NA,0,0,0,0,0,0,02/05/2021,220452,2245,97,0
DE,781165,0,772566,308016,33776,317609,429542,461551,0,455480,166511,330159,0,328674,140258,33095,123332,173623,0,0,0,33071,123297,172197,6833,57254,76100,NA,0,0,0,0,0,0,02/05/2021,105700,1626,158,0
WI,4741771,0,4683718,1729686,174852,2038096,2528347,2687564,0,2646999,882129,2119984,0,2104599,821441,168419,862422,1088936,0,0,0,168330,862276,1073787,16970,402590,401793,NA,0,0,0,0,0,0,02/05/2021,661685,7567,476,-2
FL,15491654,0,15387452,7214351,555456,6733913,8177075,9086831,0,9001788,3795474,6413816,0,6395442,3134560,548955,2634425,3222250,0,0,0,548686,2633767,3204804,129580,1576607,1421965,NA,0,0,0,0,0,0,02/05/2021,2201436,36106,3129,52
ME,1200802,0,1190476,477351,72055,531716,596887,741352,0,731875,258649,539997,0,539108,238606,71988,218627,249342,0,0,0,71959,218600,248514,17632,108784,112176,NA,0,0,0,0,0,0,02/05/2021,62092,791,245,2
ND,567228,0,560974,187810,21997,249499,295732,300674,0,297084,97246,252915,0,250752,85240,19405,107259,126250,0,0,0,19333,107169,124249,2804,42207,40229,NA,0,0,0,0,0,0,02/05/2021,107763,1494,55,0
SD,711253,0,703719,252754,19133,326090,366017,397920,0,392907,134671,335011,0,332451,123818,19228,149004,166771,0,0,0,19221,148969,164253,2681,64182,56950,NA,0,0,0,0,0,0,02/05/2021,122716,1967,28,0
